title,date,description,crime_type,location,source_url
Woman assaulted in Najafgarh,2026-04-05,A assault incident was reported in najafgarh. Police are investigating the case.,Assault,najafgarh,synthetic_data
Bike stolen from Connaught Place,2026-03-02,A theft incident was reported in connaught place. Police are investigating the case.,Theft,connaught place,synthetic_data
Mobile snatching in Pitampura,2026-02-28,A theft incident was reported in pitampura. Police are investigating the case.,Theft,pitampura,synthetic_data
Harassment case reported in Hauz Khas,2026-02-23,A assault incident was reported in hauz khas. Police are investigating the case.,Assault,hauz khas,synthetic_data
Youth shot dead in Kalkaji,2026-04-10,A murder incident was reported in kalkaji. Police are investigating the case.,Murder,kalkaji,synthetic_data
Scam worth lakhs in Connaught Place,2026-02-25,A fraud incident was reported in connaught place. Police are investigating the case.,Fraud,connaught place,synthetic_data
Cyber fraud reported in Saket,2026-02-23,A fraud incident was reported in saket. Police are investigating the case.,Fraud,saket,synthetic_data
Youth shot dead in Okhla,2026-04-07,A murder incident was reported in okhla. Police are investigating the case.,Murder,okhla,synthetic_data
Online fraud case in Rohini,2026-02-12,A fraud incident was reported in rohini. Police are investigating the case.,Fraud,rohini,synthetic_data
Cyber fraud reported in Janakpuri,2026-03-06,A fraud incident was reported in janakpuri. Police are investigating the case.,Fraud,janakpuri,synthetic_data
Harassment case reported in Karol Bagh,2026-04-07,A assault incident was reported in karol bagh. Police are investigating the case.,Assault,karol bagh,synthetic_data
Cyber fraud reported in Rohini,2026-03-17,A fraud incident was reported in rohini. Police are investigating the case.,Fraud,rohini,synthetic_data
Man stabbed to death in Najafgarh,2026-03-13,A murder incident was reported in najafgarh. Police are investigating the case.,Murder,najafgarh,synthetic_data
Man stabbed to death in Rohini,2026-03-24,A murder incident was reported in rohini. Police are investigating the case.,Murder,rohini,synthetic_data
House robbery in Okhla,2026-04-10,A theft incident was reported in okhla. Police are investigating the case.,Theft,okhla,synthetic_data
Bike stolen from Najafgarh,2026-04-05,A theft incident was reported in najafgarh. Police are investigating the case.,Theft,najafgarh,synthetic_data
Man beaten in Tilak Nagar,2026-03-27,A assault incident was reported in tilak nagar. Police are investigating the case.,Assault,tilak nagar,synthetic_data
Scam worth lakhs in Defence Colony,2026-03-12,A fraud incident was reported in defence colony. Police are investigating the case.,Fraud,defence colony,synthetic_data
Woman assaulted in Dwarka,2026-02-19,A assault incident was reported in dwarka. Police are investigating the case.,Assault,dwarka,synthetic_data
Man beaten in Karol Bagh,2026-04-01,A assault incident was reported in karol bagh. Police are investigating the case.,Assault,karol bagh,synthetic_data
Woman assaulted in Rajouri Garden,2026-04-07,A assault incident was reported in rajouri garden. Police are investigating the case.,Assault,rajouri garden,synthetic_data
Mobile snatching in Kalkaji,2026-04-11,A theft incident was reported in kalkaji. Police are investigating the case.,Theft,kalkaji,synthetic_data
Minor abducted in Patel Nagar,2026-03-14,A kidnapping incident was reported in patel nagar. Police are investigating the case.,Kidnapping,patel nagar,synthetic_data
Minor abducted in Hauz Khas,2026-02-16,A kidnapping incident was reported in hauz khas. Police are investigating the case.,Kidnapping,hauz khas,synthetic_data
Minor abducted in Pitampura,2026-02-17,A kidnapping incident was reported in pitampura. Police are investigating the case.,Kidnapping,pitampura,synthetic_data
Kidnap case reported in Kalkaji,2026-03-30,A kidnapping incident was reported in kalkaji. Police are investigating the case.,Kidnapping,kalkaji,synthetic_data
Child kidnapped from Karol Bagh,2026-03-12,A kidnapping incident was reported in karol bagh. Police are investigating the case.,Kidnapping,karol bagh,synthetic_data
Online fraud case in Najafgarh,2026-03-15,A fraud incident was reported in najafgarh. Police are investigating the case.,Fraud,najafgarh,synthetic_data
Scam worth lakhs in Burari,2026-04-07,A fraud incident was reported in burari. Police are investigating the case.,Fraud,burari,synthetic_data
Mobile snatching in Burari,2026-03-24,A theft incident was reported in burari. Police are investigating the case.,Theft,burari,synthetic_data
Bike stolen from Saket,2026-03-17,A theft incident was reported in saket. Police are investigating the case.,Theft,saket,synthetic_data
Scam worth lakhs in Janakpuri,2026-02-19,A fraud incident was reported in janakpuri. Police are investigating the case.,Fraud,janakpuri,synthetic_data
Scam worth lakhs in Okhla,2026-02-21,A fraud incident was reported in okhla. Police are investigating the case.,Fraud,okhla,synthetic_data
House robbery in Burari,2026-03-09,A theft incident was reported in burari. Police are investigating the case.,Theft,burari,synthetic_data
Kidnap case reported in Hauz Khas,2026-03-25,A kidnapping incident was reported in hauz khas. Police are investigating the case.,Kidnapping,hauz khas,synthetic_data
Online fraud case in Mayur Vihar,2026-03-24,A fraud incident was reported in mayur vihar. Police are investigating the case.,Fraud,mayur vihar,synthetic_data
Man stabbed to death in Janakpuri,2026-04-07,A murder incident was reported in janakpuri. Police are investigating the case.,Murder,janakpuri,synthetic_data
Man stabbed to death in Burari,2026-03-16,A murder incident was reported in burari. Police are investigating the case.,Murder,burari,synthetic_data
Mobile snatching in Mayur Vihar,2026-02-26,A theft incident was reported in mayur vihar. Police are investigating the case.,Theft,mayur vihar,synthetic_data
Youth shot dead in Mayur Vihar,2026-02-23,A murder incident was reported in mayur vihar. Police are investigating the case.,Murder,mayur vihar,synthetic_data
Kidnap case reported in Rajouri Garden,2026-02-22,A kidnapping incident was reported in rajouri garden. Police are investigating the case.,Kidnapping,rajouri garden,synthetic_data
Body found in Okhla area,2026-03-03,A murder incident was reported in okhla. Police are investigating the case.,Murder,okhla,synthetic_data
Minor abducted in Janakpuri,2026-03-03,A kidnapping incident was reported in janakpuri. Police are investigating the case.,Kidnapping,janakpuri,synthetic_data
Youth shot dead in Rohini,2026-04-10,A murder incident was reported in rohini. Police are investigating the case.,Murder,rohini,synthetic_data
Bike stolen from Lajpat Nagar,2026-03-09,A theft incident was reported in lajpat nagar. Police are investigating the case.,Theft,lajpat nagar,synthetic_data
Body found in Shahdara area,2026-02-14,A murder incident was reported in shahdara. Police are investigating the case.,Murder,shahdara,synthetic_data
Bike stolen from Hauz Khas,2026-02-20,A theft incident was reported in hauz khas. Police are investigating the case.,Theft,hauz khas,synthetic_data
Harassment case reported in Kalkaji,2026-03-17,A assault incident was reported in kalkaji. Police are investigating the case.,Assault,kalkaji,synthetic_data
Kidnap case reported in Ashok Vihar,2026-02-25,A kidnapping incident was reported in ashok vihar. Police are investigating the case.,Kidnapping,ashok vihar,synthetic_data
Woman assaulted in Ashok Vihar,2026-03-30,A assault incident was reported in ashok vihar. Police are investigating the case.,Assault,ashok vihar,synthetic_data
