title,date,description,source_url
‘I was terrified’: Shefali Shah on exploring a new side of her character in ‘Delhi Crime 3’ - Telegraph India,"Sat, 22 Nov 2025 08:00:00 GMT",‘I was terrified’: Shefali Shah on exploring a new side of her character in ‘Delhi Crime 3’ - Telegraph India,https://news.google.com/rss/articles/CBMi6gFBVV95cUxNTzk5ZTQzazdNclVsOEQwSld2WVczcFlsRWxjOFN1akFWaXV1NWFpVHhJbVRlcG0tbWZFaDI5VFgwRW50WER3Qzhva1lzOGFfRmlMcXZ0UU93N2k0RXZxc0VNMERIbFpNWi1jRWlvRVZ4YmhCYnpWYW5hcm9lSVpLSXA0MmlIdWd5QmZBMnI5WlBCX3RlTk12bFNuWnc2aktxZWd6X3ZTR055MThxUTJNb053VDJKa0kxb1hld1U1ZTNVYXByNXRtSHgtUHRZRGRSMlVhTzNJZUpkVVczTTlud0U3NjBzMjZhUmfSAe8BQVVfeXFMT3NFNnA2bm5VVDlkZllBaHlpRjEtWmZ3dU1qMEp6RlBTSTNjMlVXelJHY01SRV96dWI1LTZqTVVEbk1CZGFKWjJOdmtTajVQMzA0NnBKdU9FeXJFVmRiUDJJbVdhaXZyT0JsMDdqOWFmNEliS2YxSm5UZjBoM05HTGptb1p5T2pWQTM2N20weElzRzNCX09JdG9rYTgzY3ktZ28zRk9uOVRza3dRR2llRHRRY0RUQVdPbllnZ01MR3FFcEVUMTBnNnBBOUMxZXZQQXhXaVE2TWV0cm1uUzR2Qml4OTh2cjVLN2lZOFhjM3M?oc=5
"Shefali Shah on turning executive producer for Delhi Crime 3, no makeup look - India Today","Mon, 10 Nov 2025 08:00:00 GMT","Shefali Shah on turning executive producer for Delhi Crime 3, no makeup look - India Today",https://news.google.com/rss/articles/CBMi3AFBVV95cUxNYjRobjZxaHppRzE5RHZWWG5uOHZyZnc2TFVacjdKeGNyMlVoSWktVE14ZzVVYXlIeFhGbHZOV0hJNHp3b0hHbm1MU2I5RENsZ2xFd2pqWklJclEtN0RHM2duNmp6LVNFVnJVSGxvSnQ2V3F3M0VNTC1lMkl3XzctOEZBNEdUa3FaNnZQeEFSaUtjSXF1aEVteUk4b2dUeFF4QTAzb3V5TnN6S0dPcUt1OWRrNnB6SzZ2Vm9JcUlzUkVEMjliSzd4WmdRNWUwdkxaOWJuclk5Y0NSSnAx0gHiAUFVX3lxTE5Gb0hXdmxlSjZBSVhzNDc1QnhsbzM2UG5hNFlqN2IzUjdWWkR5SXlUSTZ0R2l0T2ZGaVB6WE91VHZ5bW15dzM1bGROUE9LV1NCWE9LUlpwc0M2Vkd6ZWZfQkJrU3hkbTZxT3ljeTlxZWp2TElIMGNNd1ZSWm1lR2NRSXhuYUxzbTVXdWJ2ajRYaHB4WEo3RGNTcWFvMGtSaGwwVXNEU0NGaFowdjVFdy1ISVdqY3hObjh2cnNuY1Q2TWhnOW9sUmhicklFVDhZRnMzYlVpZ2RfOUVWSHNDYTYtV1E?oc=5
Delhi Crime (2019) - IMDb,"Mon, 19 Jan 2026 11:31:41 GMT",Delhi Crime (2019) - IMDb,https://news.google.com/rss/articles/CBMib0FVX3lxTE5DanhVMkItYjg5NWpsSl9LT1VZWF9ZcmhfMjdRdWNaSnVubFdkTlJ1dmVBYVg4cjdXVTd0Y1VfbjVoWTRseDFOamp3aUo2QmRlbEhZUXlZbTVNMU9HV0V0dTEwUGhubEh6d0tKbXBVcw?oc=5
Delhi Crime 3 Has Grit and Realism But Takes Itself Too Seriously - South Asian Herald,"Wed, 26 Nov 2025 08:00:00 GMT",Delhi Crime 3 Has Grit and Realism But Takes Itself Too Seriously - South Asian Herald,https://news.google.com/rss/articles/CBMimwFBVV95cUxPZHZlbXc4LUJWaHpULTd2WUIzeDZtRV9oRVJWZWMzRi1WYW9SSXRDdDV2ZHEyanJMWTVMRDBYSEVyelJycm9FbzdxbjNCRXBhOWpreXFyXzAzQU1sRzFKVE9qeGRLMWJRZGU2S1BZWWQxUWNuaFA3Q1FvRGZxZC1jaFgwTHM5R2xlU2JnMmlkZnp0Z1d1R09zRlJ4aw?oc=5
Huma Qureshi on Delhi Crime 3: This is the darkest role of my career - The Times of India,"Thu, 06 Nov 2025 08:00:00 GMT",Huma Qureshi on Delhi Crime 3: This is the darkest role of my career - The Times of India,https://news.google.com/rss/articles/CBMi9wFBVV95cUxNcWI0ODNubXI0RTg2Vkd2M2IyczkycE5uelR6VVhvd1B0U2dQLVhKSk03cHRKTlJlWlhfanpxZHM1SG5Lb0tQZEVHX0xXVGZUeFpGQkdpS1ZfNDVxc2did2lQOHUzVjZIRWFieFBYalY2UFJ6V3AxRWN1X25tUjRpUUlGNW45OE5XMXpkMFpzQzdaSmhNRWt0WjJ3NFl3VUZLU0ZwMEk3dUtnWWdwcVlhRUxVYkxCUnNwTjdFbDl1T3JfMG91X3RsVXBMYi1jaFEtLS1nTTZ1UkE2bVJ3VUpWU3lXdTJBaTEwa3lIaGZ1SnZ6M3pxZjlF0gH8AUFVX3lxTE55VnRvYVJHR1U1Z1JGMVllZUFVcHpHUzd4dmZvMS1Dd3htRGZONlYxQUJqbG5wWHAzNElQcXZMdVZRRXZETkgzaDh3eHM2dWJMaTZnc0V1R2ROMlZQdlU1cE41emxQMFltZXdPdlY2RlVKQUc0NmRHQnJqSnFXRXlIbnd0VnFOQ1R6LXJuQlhsSTlOOHdBd2NXbE02VGlmU19leGx4Zm4xQUcwVm1TMUJSbWhTTFZkVW13b0dKalRucG11QjRPbWoySW5mZC1BbXZGM01wWTB3NTdHbHAzNmxydE9sOHUzTW5XckhkVlpYckhPY1prOXUwODJUSA?oc=5
‘Delhi Crime S3’ ending explained: Will DCP Vartika be able to save trafficked girls? - Lifestyle Asia Hong Kong,"Fri, 14 Nov 2025 08:00:00 GMT",‘Delhi Crime S3’ ending explained: Will DCP Vartika be able to save trafficked girls? - Lifestyle Asia Hong Kong,https://news.google.com/rss/articles/CBMinAFBVV95cUxNVm1JSGRvMEpLU1JLZG1FVjdlaFFVMUdBYnY4QllLbGJQb0JvVDljZU1Db0hqU2NrbEY2NVBlbmsxSE5zYjNsOXoxdzhsQlNYVHhKTXNkU1FSdTZSYkRzYUtmbEtycmFpSkN3b0xDZGh0aTlPV0t6YUYwaUdldlQ3MmlBWHV3bzRiWEtQdXg3U0xnVFNVaG5kYjlvWnfSAaIBQVVfeXFMT2xBdHpwN3ptZWtiRTJLLWRRWHM5TXdwYlEzRzJVVFdIeVY0THZTMHRzWHktQk9yRm9LZjVSTElVYW9zVEszVDJFZkNZdVdoSlA3dmFYclY5cUQ5TW1XSjJoQ2ZoZklSVWpsYjhNYkc1UC14aWt2cTJuOTZ1bmNuTjFJTEhvbW5YaTluSTJZS0theG1HNEJwRjJwSWxORFlYU3l3?oc=5
‘Delhi Crime 3’ team bats for regulation of work hours: ‘There has to be some structure’ - Telegraph India,"Mon, 10 Nov 2025 08:00:00 GMT",‘Delhi Crime 3’ team bats for regulation of work hours: ‘There has to be some structure’ - Telegraph India,https://news.google.com/rss/articles/CBMiwgFBVV95cUxQclBMQnZLOVh3TElHaHg4WlZuN29yOWwybUlvSS1GYVFXVHdaSjN1MjAwRUdPTUdGQmdxM2FmUlAtd3pleW5XLWVLdDJPU2JidFlRdjJjdlNXYXBIUmtXOUR4Ynd3QlItVTlRMVpGNUF4NUNqcDRMMWwtWFpVejdwNHA2dXNnMmxMb2stcFVvdURJczZUdC1JVnNxUzY1M1hXSGFvLURwTHlvNVFrYndxSzZoTkNwdUVLT0pxdUNEbWwxUdIBxwFBVV95cUxPMGdsTUZrRkxHY3FhbWFrUDJRZ0V2Nk85MnQ4UG40WFh4anhad3p2cTFVYmpsYXM4bExmOGRHY19VcERXWDBacFdZdVg1MWhMOC04VXJGVHcwYzZTWUViWWVyeXlrbzVfX1lrdnB2RXhiVDZXdVpyMU5UdkVSMks0NmxXc2h3T2w3eXFmWFNwbzQ3SkY1Vnl1V3NNRExnaFRLQjhxbTFWak4xc212Z3g1eGRKVm9jQU5MX29WY3kzZkVId2JXVWpB?oc=5
"Farah Khan is astounded by Huma Qureshi's act in Delhi Crime S3, vows to ‘snatch every award’ for her: So proud of you | Bollywood - Hindustan Times","Sun, 16 Nov 2025 08:00:00 GMT","Farah Khan is astounded by Huma Qureshi's act in Delhi Crime S3, vows to ‘snatch every award’ for her: So proud of you | Bollywood - Hindustan Times",https://news.google.com/rss/articles/CBMimAJBVV95cUxOeFRYVFA4cklscHp1WmoxM1JPam53c2R4YXp4TG50TW9qblB4TFdvYllEOUFZUkVpeDUxTS1oU1FkV1dsSEJtVVBFblQyekUxX2xvRnZLNXBDRkxoVTNYc1NQcXpRUk9FU2dyVzJoN2JZSjAyVFdPRVU4eHFPR1ZsbWZwTFZ5Mzlab1BPVWJPU1ZQRTE0bm5reUFSREJYVnMyRkt4Q2ZkSE9XaWtBUXU5RzdkQ0Z3Z2R4WXpYOFNHdDFsSmI3OEZ3enFWTW14Z2FyWTMyR1JKekZIODE2ckQzbG80empWUEpuWGJpbno3a1FQY3pnLXcwTjZYekZ4MndKLUhnaXFHSkhSdnFiamlWWVhMWkRsb1Rv0gGeAkFVX3lxTE9mdFpfMVlGWmU3dXBFcmZFWVRyOTRiRUVRR29fWEV3aXRwcDFGd2hKM2NDdVZ6anVFdDR2NDR4bUlodTlmM21wYUhlTzVMTVRUYUZGZWV4MUxiek1EQmZCYWpUV3JWX0dEanEzTHAwM2kyb1VtZGVXRnM4X3NHRWlvM0x4dlZhNUVQX1pvdlBEeFRWblgzUmVnWXJDOEtfcEdoMzY1UTdHNHFNejdjSjhEWXBVb3N4MV9ROXRxQndUbmtndGp5ZGwzalFBSUFNUWJhRVFxUFoyZE9vak05akpEVmhEMkxrUHhRZ2dCOHYyNnMyVDJHY0VITG4xdlBNQW51OWpSc25JNUI2VkpmNVI3dWo0RHdEQnRyTkRPWmc?oc=5
The real woman behind 'Delhi Crime' - India Today - India Today,"Sat, 22 Nov 2025 08:00:00 GMT",The real woman behind 'Delhi Crime' - India Today - India Today,https://news.google.com/rss/articles/CBMilgFBVV95cUxPdE5qZmNRTUFNN29QMDBCRFVhOF81M2RqNE5la1BZUVpTUWc4Y19CYUdPOXQ4ekExZjhtTlYtOWdMSUN0eElHelR2V2dTUjZWeGJGVERXRVlSNWtPMWhpNDNTREFfNGY1QWF5a2hJdXVYd3N2VUg4bjN5TXQ5UnVFUXdNZjRQYlN5WkJjWWVtLXU3V1I4RHfSAZsBQVVfeXFMTWk2V3dTdGk5aElRRzBhWG5WRDhqTHpGdHBRdkIzVE4yWlNRMW1Pa1NNY09Rb3ZqUTZnSVlPMHQ5U25hRFpTVFNPYS1FbU10WXFzTExhTlluaGVCZHhOODA4U1hjTXpLOGVrTG9VazRuQU9FWVNaRWVZblpWQ05KdEdubXoyQ2lmRjZ3czN3YkpUWGFfNkI1NmJTZ1U?oc=5
"Delhi Crime Data 2024: Burglary Cases Rise 30%, Attempt To Murder Incidents Rise - Outlook India","Thu, 15 Jan 2026 08:00:00 GMT","Delhi Crime Data 2024: Burglary Cases Rise 30%, Attempt To Murder Incidents Rise - Outlook India",https://news.google.com/rss/articles/CBMitgFBVV95cUxQM0tUZHFmcDEybVVjMkkyTmlSVVZwUlplYlFxVDFKS2t0YmQwSEF3RFZIYU5MTnhrRzlpWVlWczk5ekxDVVlqNlZvR2NhbE1fckdJUm9sajc1RUg5OS1UMmJFNUJ5QllQTTNQLXdsVW8xQ3FUWmp2M3ozWWFoTFF4Y3BFZXYtZENIZ29kLWk0U3E3Q2dzTURRUE5rQ1h5Uk9MdTNLZGdQMTNWbHc4YlF6NjZSQUt4QdIBwwFBVV95cUxNOHNjQWhNMG91MklTVF91V3QyNnNGeGVpMnZUVkwzb19BTHFlbkpUNVU1TTZmd3VudUx0VVBoXzdfRjVWcnVOSzNkSlhQTG5yNkxKTDYwY0FEOTM4TUJaUlVDWktHRnU4MVBKS1ItZkRwU1FSTk1jbVNzTkpJMGFPcGtmT0dGVm55NWFnaVo4dHVEMVZCendiOHptR1dZRHctX3ZHMmdJZnE3UzlPT3ZtQXJfQk1oanRpZXBQRzZyUEVYN00?oc=5
Crime Branch Of Delhi Police Files Two FIRs Against Al-Falah University For Cheating And Forgery - News On AIR,"Sun, 16 Nov 2025 08:00:00 GMT",Crime Branch Of Delhi Police Files Two FIRs Against Al-Falah University For Cheating And Forgery - News On AIR,https://news.google.com/rss/articles/CBMiuAFBVV95cUxNa3R2dTVscDJfcnF2UUJKWE1QWXdZaE5HT19sSldseWJRUUFfTUx1YmI5TWJjRzB4SG5zbFFLZjhYZDdRY0VrVmxpaTlnZVBNemlJYU91aEFYNmdadWZ3WFBDWlFlTTM5cy1ISVVfaC1Sd3hUY2tsRGtxeTB2SEh0M1RJeHNmZjJVOFc3V0loVTZlZld1NUNWY1c5ZVJvZFc0WGdfRHhHQXBmbXJrTnQ5TVl0YUtPaVF4?oc=5
Cyber fraud reported in Burari,2026-02-24,A fraud incident was reported in burari. Police are investigating the case.,synthetic_data
Online fraud case in Patel Nagar,2026-03-14,A fraud incident was reported in patel nagar. Police are investigating the case.,synthetic_data
Youth shot dead in Dwarka,2026-02-28,A murder incident was reported in dwarka. Police are investigating the case.,synthetic_data
Cyber fraud reported in Rajouri Garden,2026-03-18,A fraud incident was reported in rajouri garden. Police are investigating the case.,synthetic_data
Body found in Tilak Nagar area,2026-02-14,A murder incident was reported in tilak nagar. Police are investigating the case.,synthetic_data
Child kidnapped from Saket,2026-04-07,A kidnapping incident was reported in saket. Police are investigating the case.,synthetic_data
Online fraud case in Burari,2026-03-29,A fraud incident was reported in burari. Police are investigating the case.,synthetic_data
Child kidnapped from Janakpuri,2026-03-21,A kidnapping incident was reported in janakpuri. Police are investigating the case.,synthetic_data
Cyber fraud reported in Ashok Vihar,2026-03-02,A fraud incident was reported in ashok vihar. Police are investigating the case.,synthetic_data
Man beaten in Hauz Khas,2026-04-01,A assault incident was reported in hauz khas. Police are investigating the case.,synthetic_data
Mobile snatching in Defence Colony,2026-03-30,A theft incident was reported in defence colony. Police are investigating the case.,synthetic_data
Body found in Janakpuri area,2026-03-03,A murder incident was reported in janakpuri. Police are investigating the case.,synthetic_data
Online fraud case in Defence Colony,2026-03-23,A fraud incident was reported in defence colony. Police are investigating the case.,synthetic_data
Online fraud case in Saket,2026-04-04,A fraud incident was reported in saket. Police are investigating the case.,synthetic_data
Man stabbed to death in Vasant Kunj,2026-03-17,A murder incident was reported in vasant kunj. Police are investigating the case.,synthetic_data
Child kidnapped from Connaught Place,2026-03-17,A kidnapping incident was reported in connaught place. Police are investigating the case.,synthetic_data
House robbery in Janakpuri,2026-02-22,A theft incident was reported in janakpuri. Police are investigating the case.,synthetic_data
Scam worth lakhs in Ashok Vihar,2026-03-17,A fraud incident was reported in ashok vihar. Police are investigating the case.,synthetic_data
Kidnap case reported in Janakpuri,2026-03-09,A kidnapping incident was reported in janakpuri. Police are investigating the case.,synthetic_data
Child kidnapped from Lajpat Nagar,2026-03-05,A kidnapping incident was reported in lajpat nagar. Police are investigating the case.,synthetic_data
Man beaten in Najafgarh,2026-04-03,A assault incident was reported in najafgarh. Police are investigating the case.,synthetic_data
Youth shot dead in Lajpat Nagar,2026-03-01,A murder incident was reported in lajpat nagar. Police are investigating the case.,synthetic_data
Harassment case reported in Mayur Vihar,2026-03-18,A assault incident was reported in mayur vihar. Police are investigating the case.,synthetic_data
Minor abducted in Lajpat Nagar,2026-04-06,A kidnapping incident was reported in lajpat nagar. Police are investigating the case.,synthetic_data
Man beaten in Rajouri Garden,2026-03-19,A assault incident was reported in rajouri garden. Police are investigating the case.,synthetic_data
House robbery in Saket,2026-03-15,A theft incident was reported in saket. Police are investigating the case.,synthetic_data
Man beaten in Burari,2026-03-22,A assault incident was reported in burari. Police are investigating the case.,synthetic_data
Man stabbed to death in Karol Bagh,2026-04-01,A murder incident was reported in karol bagh. Police are investigating the case.,synthetic_data
Man stabbed to death in Shahdara,2026-03-28,A murder incident was reported in shahdara. Police are investigating the case.,synthetic_data
Harassment case reported in Shahdara,2026-02-25,A assault incident was reported in shahdara. Police are investigating the case.,synthetic_data
Harassment case reported in Okhla,2026-03-27,A assault incident was reported in okhla. Police are investigating the case.,synthetic_data
Bike stolen from Dwarka,2026-04-04,A theft incident was reported in dwarka. Police are investigating the case.,synthetic_data
Harassment case reported in Burari,2026-03-25,A assault incident was reported in burari. Police are investigating the case.,synthetic_data
House robbery in Najafgarh,2026-02-18,A theft incident was reported in najafgarh. Police are investigating the case.,synthetic_data
Minor abducted in Najafgarh,2026-03-29,A kidnapping incident was reported in najafgarh. Police are investigating the case.,synthetic_data
Bike stolen from Kalkaji,2026-03-29,A theft incident was reported in kalkaji. Police are investigating the case.,synthetic_data
Harassment case reported in Rohini,2026-02-21,A assault incident was reported in rohini. Police are investigating the case.,synthetic_data
Scam worth lakhs in Karol Bagh,2026-04-10,A fraud incident was reported in karol bagh. Police are investigating the case.,synthetic_data
Man beaten in Connaught Place,2026-02-25,A assault incident was reported in connaught place. Police are investigating the case.,synthetic_data
Harassment case reported in Tilak Nagar,2026-03-11,A assault incident was reported in tilak nagar. Police are investigating the case.,synthetic_data
Mobile snatching in Janakpuri,2026-03-26,A theft incident was reported in janakpuri. Police are investigating the case.,synthetic_data
Youth shot dead in Ashok Vihar,2026-04-10,A murder incident was reported in ashok vihar. Police are investigating the case.,synthetic_data
Scam worth lakhs in Kalkaji,2026-03-01,A fraud incident was reported in kalkaji. Police are investigating the case.,synthetic_data
Kidnap case reported in Connaught Place,2026-03-28,A kidnapping incident was reported in connaught place. Police are investigating the case.,synthetic_data
Harassment case reported in Dwarka,2026-04-01,A assault incident was reported in dwarka. Police are investigating the case.,synthetic_data
Kidnap case reported in Rohini,2026-02-19,A kidnapping incident was reported in rohini. Police are investigating the case.,synthetic_data
Online fraud case in Tilak Nagar,2026-04-05,A fraud incident was reported in tilak nagar. Police are investigating the case.,synthetic_data
House robbery in Lajpat Nagar,2026-03-15,A theft incident was reported in lajpat nagar. Police are investigating the case.,synthetic_data
Woman assaulted in Rohini,2026-03-26,A assault incident was reported in rohini. Police are investigating the case.,synthetic_data
Bike stolen from Burari,2026-03-16,A theft incident was reported in burari. Police are investigating the case.,synthetic_data
Body found in Patel Nagar area,2026-02-23,A murder incident was reported in patel nagar. Police are investigating the case.,synthetic_data
Scam worth lakhs in Saket,2026-03-09,A fraud incident was reported in saket. Police are investigating the case.,synthetic_data
Bike stolen from Okhla,2026-03-17,A theft incident was reported in okhla. Police are investigating the case.,synthetic_data
Body found in Rajouri Garden area,2026-02-16,A murder incident was reported in rajouri garden. Police are investigating the case.,synthetic_data
Man stabbed to death in Patel Nagar,2026-02-18,A murder incident was reported in patel nagar. Police are investigating the case.,synthetic_data
Man beaten in Pitampura,2026-04-12,A assault incident was reported in pitampura. Police are investigating the case.,synthetic_data
Minor abducted in Kalkaji,2026-03-17,A kidnapping incident was reported in kalkaji. Police are investigating the case.,synthetic_data
Child kidnapped from Rohini,2026-02-15,A kidnapping incident was reported in rohini. Police are investigating the case.,synthetic_data
Minor abducted in Saket,2026-04-01,A kidnapping incident was reported in saket. Police are investigating the case.,synthetic_data
Woman assaulted in Patel Nagar,2026-03-26,A assault incident was reported in patel nagar. Police are investigating the case.,synthetic_data
Cyber fraud reported in Kalkaji,2026-03-11,A fraud incident was reported in kalkaji. Police are investigating the case.,synthetic_data
Body found in Connaught Place area,2026-03-10,A murder incident was reported in connaught place. Police are investigating the case.,synthetic_data
Mobile snatching in Najafgarh,2026-03-24,A theft incident was reported in najafgarh. Police are investigating the case.,synthetic_data
Man beaten in Lajpat Nagar,2026-03-20,A assault incident was reported in lajpat nagar. Police are investigating the case.,synthetic_data
Harassment case reported in Patel Nagar,2026-03-26,A assault incident was reported in patel nagar. Police are investigating the case.,synthetic_data
Kidnap case reported in Shahdara,2026-03-19,A kidnapping incident was reported in shahdara. Police are investigating the case.,synthetic_data
Cyber fraud reported in Connaught Place,2026-03-18,A fraud incident was reported in connaught place. Police are investigating the case.,synthetic_data
Body found in Mayur Vihar area,2026-02-12,A murder incident was reported in mayur vihar. Police are investigating the case.,synthetic_data
Scam worth lakhs in Shahdara,2026-02-20,A fraud incident was reported in shahdara. Police are investigating the case.,synthetic_data
Scam worth lakhs in Najafgarh,2026-02-24,A fraud incident was reported in najafgarh. Police are investigating the case.,synthetic_data
Body found in Lajpat Nagar area,2026-03-19,A murder incident was reported in lajpat nagar. Police are investigating the case.,synthetic_data
Scam worth lakhs in Mayur Vihar,2026-04-06,A fraud incident was reported in mayur vihar. Police are investigating the case.,synthetic_data
Mobile snatching in Connaught Place,2026-02-17,A theft incident was reported in connaught place. Police are investigating the case.,synthetic_data
Online fraud case in Vasant Kunj,2026-04-11,A fraud incident was reported in vasant kunj. Police are investigating the case.,synthetic_data
House robbery in Connaught Place,2026-03-08,A theft incident was reported in connaught place. Police are investigating the case.,synthetic_data
Mobile snatching in Patel Nagar,2026-02-19,A theft incident was reported in patel nagar. Police are investigating the case.,synthetic_data
Child kidnapped from Tilak Nagar,2026-03-23,A kidnapping incident was reported in tilak nagar. Police are investigating the case.,synthetic_data
Child kidnapped from Patel Nagar,2026-02-14,A kidnapping incident was reported in patel nagar. Police are investigating the case.,synthetic_data
Bike stolen from Shahdara,2026-02-22,A theft incident was reported in shahdara. Police are investigating the case.,synthetic_data
Kidnap case reported in Patel Nagar,2026-04-05,A kidnapping incident was reported in patel nagar. Police are investigating the case.,synthetic_data
Man beaten in Vasant Kunj,2026-03-05,A assault incident was reported in vasant kunj. Police are investigating the case.,synthetic_data
Bike stolen from Mayur Vihar,2026-02-24,A theft incident was reported in mayur vihar. Police are investigating the case.,synthetic_data
Scam worth lakhs in Hauz Khas,2026-03-20,A fraud incident was reported in hauz khas. Police are investigating the case.,synthetic_data
House robbery in Vasant Kunj,2026-02-25,A theft incident was reported in vasant kunj. Police are investigating the case.,synthetic_data
Minor abducted in Burari,2026-02-27,A kidnapping incident was reported in burari. Police are investigating the case.,synthetic_data
Scam worth lakhs in Rohini,2026-02-11,A fraud incident was reported in rohini. Police are investigating the case.,synthetic_data
Kidnap case reported in Dwarka,2026-02-11,A kidnapping incident was reported in dwarka. Police are investigating the case.,synthetic_data
Youth shot dead in Connaught Place,2026-04-02,A murder incident was reported in connaught place. Police are investigating the case.,synthetic_data
Man stabbed to death in Lajpat Nagar,2026-03-16,A murder incident was reported in lajpat nagar. Police are investigating the case.,synthetic_data
Minor abducted in Tilak Nagar,2026-04-08,A kidnapping incident was reported in tilak nagar. Police are investigating the case.,synthetic_data
Man stabbed to death in Dwarka,2026-02-17,A murder incident was reported in dwarka. Police are investigating the case.,synthetic_data
Woman assaulted in Defence Colony,2026-03-10,A assault incident was reported in defence colony. Police are investigating the case.,synthetic_data
Man stabbed to death in Mayur Vihar,2026-03-28,A murder incident was reported in mayur vihar. Police are investigating the case.,synthetic_data
House robbery in Defence Colony,2026-03-07,A theft incident was reported in defence colony. Police are investigating the case.,synthetic_data
House robbery in Dwarka,2026-04-07,A theft incident was reported in dwarka. Police are investigating the case.,synthetic_data
Bike stolen from Rajouri Garden,2026-04-02,A theft incident was reported in rajouri garden. Police are investigating the case.,synthetic_data
Online fraud case in Janakpuri,2026-03-13,A fraud incident was reported in janakpuri. Police are investigating the case.,synthetic_data
Man stabbed to death in Connaught Place,2026-03-02,A murder incident was reported in connaught place. Police are investigating the case.,synthetic_data
Online fraud case in Kalkaji,2026-03-13,A fraud incident was reported in kalkaji. Police are investigating the case.,synthetic_data
Online fraud case in Okhla,2026-03-02,A fraud incident was reported in okhla. Police are investigating the case.,synthetic_data
Scam worth lakhs in Dwarka,2026-03-28,A fraud incident was reported in dwarka. Police are investigating the case.,synthetic_data
Mobile snatching in Karol Bagh,2026-03-29,A theft incident was reported in karol bagh. Police are investigating the case.,synthetic_data
Online fraud case in Karol Bagh,2026-03-08,A fraud incident was reported in karol bagh. Police are investigating the case.,synthetic_data
Cyber fraud reported in Dwarka,2026-03-25,A fraud incident was reported in dwarka. Police are investigating the case.,synthetic_data
Woman assaulted in Mayur Vihar,2026-02-26,A assault incident was reported in mayur vihar. Police are investigating the case.,synthetic_data
Cyber fraud reported in Defence Colony,2026-03-05,A fraud incident was reported in defence colony. Police are investigating the case.,synthetic_data
Woman assaulted in Connaught Place,2026-02-24,A assault incident was reported in connaught place. Police are investigating the case.,synthetic_data
Bike stolen from Ashok Vihar,2026-03-04,A theft incident was reported in ashok vihar. Police are investigating the case.,synthetic_data
House robbery in Karol Bagh,2026-03-25,A theft incident was reported in karol bagh. Police are investigating the case.,synthetic_data
House robbery in Ashok Vihar,2026-04-06,A theft incident was reported in ashok vihar. Police are investigating the case.,synthetic_data
Child kidnapped from Mayur Vihar,2026-04-09,A kidnapping incident was reported in mayur vihar. Police are investigating the case.,synthetic_data
Body found in Karol Bagh area,2026-03-16,A murder incident was reported in karol bagh. Police are investigating the case.,synthetic_data
Child kidnapped from Kalkaji,2026-02-22,A kidnapping incident was reported in kalkaji. Police are investigating the case.,synthetic_data
Man beaten in Ashok Vihar,2026-04-03,A assault incident was reported in ashok vihar. Police are investigating the case.,synthetic_data
Woman assaulted in Kalkaji,2026-03-03,A assault incident was reported in kalkaji. Police are investigating the case.,synthetic_data
Mobile snatching in Okhla,2026-04-01,A theft incident was reported in okhla. Police are investigating the case.,synthetic_data
Body found in Ashok Vihar area,2026-03-01,A murder incident was reported in ashok vihar. Police are investigating the case.,synthetic_data
House robbery in Patel Nagar,2026-02-25,A theft incident was reported in patel nagar. Police are investigating the case.,synthetic_data
Kidnap case reported in Lajpat Nagar,2026-03-23,A kidnapping incident was reported in lajpat nagar. Police are investigating the case.,synthetic_data
Harassment case reported in Defence Colony,2026-03-26,A assault incident was reported in defence colony. Police are investigating the case.,synthetic_data
Woman assaulted in Hauz Khas,2026-02-27,A assault incident was reported in hauz khas. Police are investigating the case.,synthetic_data
Online fraud case in Lajpat Nagar,2026-03-02,A fraud incident was reported in lajpat nagar. Police are investigating the case.,synthetic_data
Body found in Najafgarh area,2026-04-01,A murder incident was reported in najafgarh. Police are investigating the case.,synthetic_data
Online fraud case in Pitampura,2026-03-10,A fraud incident was reported in pitampura. Police are investigating the case.,synthetic_data
Minor abducted in Shahdara,2026-04-10,A kidnapping incident was reported in shahdara. Police are investigating the case.,synthetic_data
Youth shot dead in Pitampura,2026-03-27,A murder incident was reported in pitampura. Police are investigating the case.,synthetic_data
Mobile snatching in Hauz Khas,2026-03-29,A theft incident was reported in hauz khas. Police are investigating the case.,synthetic_data
Man beaten in Rohini,2026-03-09,A assault incident was reported in rohini. Police are investigating the case.,synthetic_data
Cyber fraud reported in Najafgarh,2026-04-02,A fraud incident was reported in najafgarh. Police are investigating the case.,synthetic_data
Harassment case reported in Vasant Kunj,2026-03-13,A assault incident was reported in vasant kunj. Police are investigating the case.,synthetic_data
Woman assaulted in Okhla,2026-03-14,A assault incident was reported in okhla. Police are investigating the case.,synthetic_data
Mobile snatching in Vasant Kunj,2026-02-27,A theft incident was reported in vasant kunj. Police are investigating the case.,synthetic_data
Cyber fraud reported in Mayur Vihar,2026-03-27,A fraud incident was reported in mayur vihar. Police are investigating the case.,synthetic_data
Kidnap case reported in Burari,2026-03-08,A kidnapping incident was reported in burari. Police are investigating the case.,synthetic_data
Minor abducted in Dwarka,2026-04-02,A kidnapping incident was reported in dwarka. Police are investigating the case.,synthetic_data
Cyber fraud reported in Lajpat Nagar,2026-02-15,A fraud incident was reported in lajpat nagar. Police are investigating the case.,synthetic_data
Body found in Vasant Kunj area,2026-03-01,A murder incident was reported in vasant kunj. Police are investigating the case.,synthetic_data
Man stabbed to death in Kalkaji,2026-03-24,A murder incident was reported in kalkaji. Police are investigating the case.,synthetic_data
